date,product,variety,origin_department,origin_province,market,market_city,min_price_per_kg,avg_price_per_kg,max_price_per_kg,volume_kg,source_x,is_synthetic_x,generated_at_x,is_outlier,temp_min_c,temp_max_c,temp_avg_c,precipitation_mm,humidity_avg,wind_speed_kmh,year,month,planted_area_ha,harvested_area_ha,production_tons,yield_tons_per_ha,distance_km,vehicle_type,max_capacity_kg,total_transport_cost,cost_per_kg,valid_from,valid_to,fuel_price_index,source_y,is_synthetic_y,generated_at_y,logistics_is_outlier,day_of_week,day_of_month,week_of_year,quarter,is_weekend,days_since_start,price_lag_1,price_lag_3,price_lag_7,price_lag_14,price_lag_30,price_rolling_mean_3,price_rolling_mean_7,price_rolling_mean_14,price_rolling_mean_30,price_rolling_std_7,price_rolling_std_14,price_change_1d,price_change_7d,volume_lag_1,volume_lag_7,volume_rolling_mean_7,volume_rolling_mean_14,volume_change_7d,temperature_rolling_mean_7,temperature_rolling_mean_14,precipitation_rolling_sum_7,precipitation_rolling_sum_14,humidity_rolling_mean_7,target_price_next_day,target_price_next_7_days
2025-04-24,Granada,Paprika,Arequipa,Arequipa,Gran Mercado Mayorista De Lima,Lima,4.61,4.98,5.25,10943.41,SYNTHETIC_GENERATOR,True,2026-06-30,False,13.35,27.03,20.15,0.13,51.37,14.15,2025,4,,,,,1000.0,Truck,10000.0,8000.0,0.8,2025-04-01,2025-04-30,1.25,SYNTHETIC_GENERATOR,True,2026-06-30,False,3,24,17,2,0,479,,,,,,,,,,,,,,,,,,,,,,,,4.89,
2025-04-27,Granada,Paprika,Arequipa,Arequipa,Gran Mercado Mayorista De Lima,Lima,4.64,4.89,5.33,12344.11,SYNTHETIC_GENERATOR,True,2026-06-30,False,12.29,26.27,19.15,0.0,49.57,14.08,2025,4,,,,,1000.0,Truck,10000.0,8000.0,0.8,2025-04-01,2025-04-30,1.25,SYNTHETIC_GENERATOR,True,2026-06-30,False,6,27,17,2,1,482,4.98,,,,,,,,,,,-0.01807228915662662,,10943.41,,,,,,,,,,,
2024-04-06,Granada,Wonderful,Ica,Ica,Gran Mercado Mayorista De Lima,Lima,3.86,4.13,4.42,22449.46,SYNTHETIC_GENERATOR,True,2026-06-30,False,17.98,32.4,24.74,0.0,67.38,13.9,2024,4,500.66,442.7,5852.49,13.22,305.0,Truck,10000.0,3600.0,0.36,2024-04-01,2024-04-30,1.073,SYNTHETIC_GENERATOR,True,2026-06-30,False,5,6,14,2,1,96,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.1,4.35,4.59,14746.95,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.02,29.69,22.49,0.0,68.12,17.1,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,4.39,4.195714285714286
2024-01-02,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.0,4.39,4.79,14733.57,SYNTHETIC_GENERATOR,True,2026-06-30,False,13.98,29.33,21.77,0.0,68.04,12.57,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,1,2,1,1,0,1,4.35,,,,,,,,,,,0.009195402298850519,,14746.95,,,,,,,,,,4.1,4.147142857142857
2024-01-03,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,3.79,4.1,4.46,15642.69,SYNTHETIC_GENERATOR,True,2026-06-30,False,13.94,29.16,21.6,0.0,74.17,13.81,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,2,3,1,1,0,2,4.39,,,,,,,,,,,-0.06605922551252852,,14733.57,,,,,,,,,,4.35,4.097142857142857
2024-01-04,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.13,4.35,4.62,15023.56,SYNTHETIC_GENERATOR,True,2026-06-30,False,16.08,30.75,22.92,0.0,70.45,14.73,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,3,4,1,1,0,3,4.1,4.35,,,,4.28,,,,,,0.060975609756097615,,15642.69,,,,,,,,,,4.11,4.08
2024-01-05,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,3.91,4.11,4.37,16961.78,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.09,29.53,22.12,0.0,69.11,9.28,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,4,5,1,1,0,4,4.35,4.39,,,,4.28,,,,,,-0.055172413793103336,,15023.56,,,,,,,,,,4.23,4.041428571428571
2024-01-06,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,3.96,4.23,4.65,16499.38,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.53,30.16,22.18,0.0,73.75,16.14,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,5,6,1,1,1,5,4.11,4.1,,,,4.1866666666666665,,,,,,0.029197080291970767,,16961.78,,,,,,,,,,4.02,4.034285714285714
2024-01-07,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,3.82,4.02,4.28,15441.97,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.99,30.63,22.8,0.6,68.57,15.23,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,6,7,1,1,1,6,4.23,4.35,,,,4.23,,,,,,-0.04964539007092217,,16499.38,,,,,,,,,,4.17,4.09
2024-01-08,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,3.85,4.17,4.48,17142.25,SYNTHETIC_GENERATOR,True,2026-06-30,False,13.95,29.1,22.0,0.0,71.65,14.3,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,8,2,1,0,7,4.02,4.11,4.35,,,4.12,4.221428571428571,,,0.14679107277903183,,0.03731343283582089,-0.04137931034482756,15441.97,14746.95,15578.557142857142,,0.16242680689905376,22.268571428571427,,0.6,,70.3157142857143,4.05,4.107142857142857
2024-01-09,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,3.75,4.05,4.32,17806.86,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.56,31.42,23.25,0.0,68.42,14.98,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,1,9,2,1,0,8,4.17,4.23,4.39,,,4.14,4.195714285714286,,,0.13587459203951546,,-0.02877697841726623,-0.07744874715261951,17142.25,14733.57,15920.742857142859,,0.20859099322160213,22.198571428571427,,0.6,,70.82000000000001,3.75,4.182857142857143
2024-01-10,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,3.5,3.75,4.06,17648.02,SYNTHETIC_GENERATOR,True,2026-06-30,False,16.09,32.03,24.0,0.0,63.81,16.08,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,2,10,2,1,0,9,4.05,4.02,4.1,,,4.079999999999999,4.147142857142858,,,0.11382944635349354,,-0.07407407407407407,-0.08536585365853655,17806.86,15642.69,16359.784285714284,,0.1281959816374294,22.41,,0.6,,70.87428571428572,4.23,4.325714285714286
2024-01-11,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,3.98,4.23,4.61,17657.46,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.78,32.12,23.95,0.0,64.8,7.83,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,3,11,2,1,0,10,3.75,4.17,4.35,,,3.9899999999999998,4.097142857142857,,,0.18962368748957187,,0.1280000000000001,-0.027586206896551557,17648.02,15023.56,16646.26,,0.17531796724611204,22.752857142857142,,0.6,,69.39428571428572,3.84,4.434285714285714
2024-01-12,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,3.49,3.84,4.08,17659.74,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.34,31.2,23.25,0.0,66.1,14.56,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,4,12,2,1,0,11,4.23,4.05,4.11,,,4.010000000000001,4.08,,,0.16703293088490065,,-0.09219858156028382,-0.06569343065693445,17657.46,16961.78,17022.53142857143,,0.04114898318454796,22.900000000000002,,0.6,,68.58714285714287,4.18,4.588571428571429
2024-01-13,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,3.94,4.18,4.51,17645.93,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.02,29.03,21.41,0.0,69.44,11.83,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,5,13,2,1,1,12,3.84,3.75,4.23,,,3.94,4.041428571428572,,,0.18871747591117718,,0.08854166666666674,-0.011820330969267268,17659.74,16499.38,17122.239999999998,,0.06949048994568274,23.06142857142857,,0.6,,68.15714285714286,4.41,4.6814285714285715
2024-01-14,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.03,4.41,4.67,18160.47,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.7,29.64,22.21,0.0,65.05,15.06,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,6,14,2,1,1,13,4.18,4.23,4.02,,,4.083333333333333,4.034285714285715,,,0.18118656525408117,,0.055023923444976086,0.0970149253731345,17645.93,15441.97,17286.032857142858,,0.1760461909976514,22.951428571428572,,0.6,,67.54142857142857,4.29,4.702857142857143
2024-01-15,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.03,4.29,4.57,17581.77,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.73,30.14,22.27,0.0,65.91,16.34,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,15,3,1,0,14,4.41,3.84,4.17,4.35,,4.1433333333333335,4.09,4.155714285714286,,0.22956480566497978,0.19727818257141683,-0.027210884353741527,0.02877697841726623,18160.47,17142.25,17674.390000000003,16626.47357142857,0.025639574734938497,22.867142857142856,22.567857142857143,0.0,0.6,67.03857142857143,4.58,4.768571428571429
2024-01-16,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.39,4.58,4.83,16352.41,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.02,29.9,22.43,0.0,66.83,12.36,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,1,16,3,1,0,15,4.29,4.18,4.05,4.39,,4.293333333333333,4.107142857142857,4.151428571428571,,0.24074289783323358,0.19334533245573204,0.06759906759906764,0.1308641975308642,17581.77,17806.86,17737.178571428572,16828.960714285713,-0.08167919554598624,22.905714285714286,22.552142857142858,0.0,0.6,66.21857142857142,4.75,4.774285714285715
2024-01-17,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.34,4.75,5.11,16702.94,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.75,29.29,22.2,0.0,69.22,13.3,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,2,17,3,1,0,16,4.58,4.41,3.75,4.1,,4.426666666666667,4.182857142857143,4.165,,0.2966318866718072,0.21664398303349058,0.037117903930131035,0.2666666666666666,16352.41,17648.02,17529.4,16944.592142857142,-0.053551616555285064,22.78857142857143,22.599285714285713,0.0,0.6,65.99142857142856,4.99,4.76
2024-01-18,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.59,4.99,5.46,14423.12,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.76,29.51,21.78,0.0,68.15,15.23,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,3,18,3,1,0,17,4.75,4.29,4.23,4.35,,4.54,4.325714285714286,4.211428571428572,,0.2942140458270202,0.2657314185661657,0.05052631578947375,0.17966903073286056,16702.94,17657.46,17394.38857142857,17020.324285714287,-0.18317130549920535,22.53142857142857,22.642142857142858,0.0,0.6,66.7642857142857,4.92,4.742857142857142
2024-01-19,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.54,4.92,5.32,14315.93,SYNTHETIC_GENERATOR,True,2026-06-30,False,13.6,28.7,21.52,0.0,73.71,17.64,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,4,19,3,1,0,18,4.99,4.58,3.84,4.11,,4.773333333333333,4.434285714285714,4.257142857142857,,0.3805634919807341,0.3369188117548286,-0.014028056112224463,0.28125,14423.12,17659.74,16932.34,16977.435714285715,-0.1893465022701354,22.221428571428568,22.560714285714287,0.0,0.6,67.24285714285713,4.83,4.692857142857143
2024-01-20,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.4,4.83,5.08,14762.93,SYNTHETIC_GENERATOR,True,2026-06-30,False,13.6,28.74,21.28,0.0,68.75,18.99,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,5,20,3,1,1,19,4.92,4.75,4.18,4.23,,4.886666666666667,4.588571428571428,4.315,,0.31227277453259344,0.3768850059266188,-0.018292682926829285,0.1555023923444978,14315.93,17645.93,16454.652857142857,16788.44642857143,-0.1633804509028427,21.974285714285713,22.517857142857142,0.0,0.6,68.33,4.56,4.660000000000001
2024-01-21,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.26,4.56,5.01,14346.54,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.51,28.86,21.4,0.34,71.37,16.44,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,6,21,3,1,1,20,4.83,4.99,4.41,4.02,,4.913333333333333,4.681428571428571,4.357857142857143,,0.2633393609918901,0.399888033780006,-0.05590062111801253,0.034013605442176686,14762.93,18160.47,16042.795714285716,16664.414285714287,-0.21001273645450802,21.955714285714286,22.45357142857143,0.0,0.6,68.23142857142857,4.75,4.664285714285714
2024-01-22,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.34,4.75,5.12,15095.94,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.97,30.75,23.2,0.0,72.05,14.78,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,22,4,1,0,21,4.56,4.92,4.29,4.17,,4.7700000000000005,4.702857142857143,4.396428571428571,,0.2428795507869572,0.39073121083537543,0.04166666666666674,0.10722610722610715,14346.54,17581.77,15497.948571428571,16586.169285714288,-0.14138678870216137,21.840000000000003,22.353571428571428,0.34,0.34,69.13428571428571,4.62,4.654285714285714
2024-01-23,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.39,4.62,4.91,14615.75,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.51,30.83,22.79,0.0,65.44,10.0,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,1,23,4,1,0,22,4.75,4.83,4.58,4.05,,4.713333333333334,4.768571428571429,4.437857142857143,,0.16097914683052442,0.3955945587910106,-0.027368421052631597,0.008733624454148492,15095.94,16352.41,15142.83,16440.004285714287,-0.10620208275110521,21.972857142857144,22.439285714285713,0.34,0.34,70.01142857142858,4.65,4.625714285714286
2024-01-24,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.37,4.65,4.95,13318.14,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.4,30.51,22.61,0.0,69.29,12.07,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,2,24,4,1,0,23,4.62,4.56,4.75,3.75,,4.6433333333333335,4.774285714285715,4.478571428571429,,0.15371587890835883,0.3816937383428094,0.006493506493506551,-0.021052631578947323,14615.75,16702.94,14894.735714285713,16212.067857142858,-0.20264695915808828,22.024285714285714,22.40642857142857,0.34,0.34,69.81285714285714,4.87,4.64
2024-01-25,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.64,4.87,5.2,13194.05,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.68,30.22,22.44,0.0,71.51,16.97,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,3,25,4,1,0,24,4.65,4.75,4.99,4.23,,4.673333333333333,4.76,4.542857142857143,,0.1608311744241908,0.320418682145924,0.047311827956989294,-0.024048096192384794,13318.14,14423.12,14411.192857142858,15902.790714285715,-0.08521526549040714,22.082857142857144,22.307142857142857,0.34,0.34,69.82285714285715,4.57,4.604285714285714
2024-01-26,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.27,4.57,4.92,14615.17,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.58,30.55,23.06,0.0,68.72,14.17,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,4,26,4,1,0,25,4.87,4.62,4.92,3.84,,4.713333333333334,4.742857142857143,4.588571428571428,,0.1368349718595628,0.3179950929194942,-0.06160164271047219,-0.07113821138211374,13194.05,14315.93,14235.611428571428,15583.975714285714,0.020902588934145427,22.177142857142858,22.199285714285715,0.34,0.34,70.30285714285715,4.6,4.595714285714286
2024-01-27,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.41,4.6,4.94,13920.54,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.09,29.17,21.99,4.47,72.61,14.04,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,5,27,4,1,1,26,4.57,4.65,4.83,4.18,,4.696666666666666,4.692857142857143,4.640714285714286,,0.12472827609303674,0.23476548972290096,0.006564551422319376,-0.04761904761904767,14615.17,14762.93,14278.36,15366.506428571429,-0.057061166042242206,22.397142857142857,22.185714285714287,0.34,0.34,69.59,4.59,4.5600000000000005
2024-01-28,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.31,4.59,5.03,12942.15,SYNTHETIC_GENERATOR,True,2026-06-30,False,15.04,30.02,22.44,0.0,72.39,16.51,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,6,28,4,1,1,27,4.6,4.87,4.56,4.41,,4.680000000000001,4.659999999999999,4.670714285714285,,0.11224972160320953,0.19479631514893342,-0.0021739130434782483,0.006578947368421018,13920.54,14346.54,14158.01857142857,15100.407142857144,-0.09789050182134518,22.498571428571427,22.22714285714286,4.81,4.81,70.14142857142858,4.68,4.575714285714286
2024-01-29,Granada,Wonderful,Ica,Ica,Mercado Mayorista de Frutas,Lima,4.48,4.68,5.07,14938.14,SYNTHETIC_GENERATOR,True,2026-06-30,False,14.78,30.9,22.82,0.0,63.59,17.33,2024,1,418.82,345.08,4130.61,11.97,305.0,Truck,10000.0,3300.0,0.33,2024-01-01,2024-01-31,0.986,SYNTHETIC_GENERATOR,True,2026-06-30,False,0,29,5,1,0,28,4.59,4.57,4.75,4.29,,4.586666666666667,4.664285714285714,4.683571428571428,,0.10829852920778499,0.1817693865592004,0.019607843137254832,-0.01473684210526327,12942.15,15095.94,13957.391428571429,14727.67,-0.010453141705650704,22.647142857142853,22.243571428571432,4.47,4.81,70.28714285714285,4.42,4.535714285714286
